Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.12_16.17.14,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,13040,158,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.15,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,8712,111,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.16,-8.500138,51.893262,0,B,3,LTE,-94,-10,16.0,12,-,14460,214,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.17,-8.500138,51.893262,0,B,3,LTE,-94,-10,16.0,12,-,8656,146,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.19,-8.500138,51.893262,0,B,3,LTE,-94,-11,14.0,12,-,18140,258,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.20,-8.500138,51.893262,0,B,3,LTE,-94,-11,14.0,12,-,20354,264,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.21,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,13465,153,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.22,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,11430,143,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.23,-8.500138,51.893262,0,B,3,LTE,-94,-11,13.0,12,-,12224,139,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.24,-8.500138,51.893262,0,B,3,LTE,-94,-11,13.0,12,-,18118,234,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.25,-8.500138,51.893262,0,B,3,LTE,-94,-10,14.0,12,-,38003,293,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.26,-8.500138,51.893262,0,B,3,LTE,-94,-10,14.0,12,-,54454,488,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.28,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,35263,606,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.29,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,33373,760,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.30,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,29659,446,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.31,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,16451,367,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.32,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,17044,230,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.33,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,18274,243,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.34,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,15366,206,D,-86.0,-11.0,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.35,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,12828,131,D,-86.0,-11.0,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.36,-8.500138,51.893262,0,B,3,LTE,-94,-10,17.0,12,-,21685,183,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.38,-8.500138,51.893262,0,B,3,LTE,-94,-10,17.0,12,-,24571,216,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.39,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,17077,187,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.40,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,12716,174,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.41,-8.500138,51.893262,0,B,3,LTE,-94,-11,12.0,12,-,14662,185,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.42,-8.500138,51.893262,0,B,3,LTE,-94,-11,12.0,12,-,15266,236,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.43,-8.500138,51.893262,0,B,3,LTE,-94,-11,12.0,12,-,10971,135,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.44,-8.500138,51.893262,0,B,3,LTE,-94,-11,12.0,12,-,13768,218,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.45,-8.500138,51.893262,0,B,3,LTE,-94,-11,12.0,12,-,16519,182,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.46,-8.500138,51.893262,0,B,3,LTE,-94,-11,12.0,12,-,15344,286,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.47,-8.500138,51.893262,0,B,3,LTE,-94,-11,14.0,12,-,26260,188,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.49,-8.500138,51.893262,0,B,3,LTE,-94,-11,14.0,12,-,23944,295,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.50,-8.500138,51.893262,0,B,3,LTE,-95,-11,12.0,12,-,19035,232,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.51,-8.500138,51.893262,0,B,3,LTE,-95,-11,12.0,12,-,21148,229,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.52,-8.500138,51.893262,0,B,3,LTE,-94,-11,12.0,12,-,21920,216,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.53,-8.500138,51.893262,0,B,3,LTE,-94,-11,12.0,12,-,12984,152,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.54,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,14281,141,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.55,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,19639,153,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.56,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,21551,158,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.57,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,27199,159,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.58,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,34793,251,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.00,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,31136,429,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.01,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,33395,451,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.02,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,30845,341,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.03,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,14528,349,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.04,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,18095,215,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.05,-8.500138,51.893262,0,B,3,LTE,-95,-10,13.0,12,-,19001,178,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.06,-8.500138,51.893262,0,B,3,LTE,-95,-10,13.0,12,-,33205,426,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.07,-8.500138,51.893262,0,B,3,LTE,-95,-11,16.0,12,-,55618,987,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.08,-8.500138,51.893262,0,B,3,LTE,-95,-11,16.0,12,-,52800,1044,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.09,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,47610,489,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.10,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,54544,669,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.11,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,42980,893,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.13,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,51278,506,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.14,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,61690,1181,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.15,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,50708,704,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.16,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,68200,956,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.17,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,49231,762,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.18,-8.500138,51.893262,0,B,3,LTE,-95,-11,16.0,12,-,50316,800,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.19,-8.500138,51.893262,0,B,3,LTE,-95,-11,16.0,12,-,61836,843,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.20,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,66086,1107,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.21,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,51468,798,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.22,-8.500138,51.893262,0,B,3,LTE,-95,-10,17.0,12,-,62854,1184,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.23,-8.500138,51.893262,0,B,3,LTE,-95,-10,17.0,12,-,67193,1815,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.24,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,52978,1754,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.25,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,55718,885,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.26,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,51155,1046,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.28,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,33630,541,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.29,-8.500138,51.893262,0,B,3,LTE,-95,-10,16.0,12,-,34021,531,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.30,-8.500138,51.893262,0,B,3,LTE,-95,-10,16.0,12,-,58816,577,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.31,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,70459,1068,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.32,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,62328,526,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.33,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,49053,1371,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.34,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-79,38842,641,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.35,-8.500138,51.893262,0,B,3,LTE,-96,-11,19.0,12,-79,62574,420,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.36,-8.500138,51.893262,0,B,3,LTE,-96,-11,19.0,12,-79,58581,598,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.37,-8.500138,51.893262,0,B,3,LTE,-97,-11,18.0,12,-79,42532,1049,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.38,-8.500138,51.893262,0,B,3,LTE,-97,-11,18.0,12,-79,51345,752,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.40,-8.500138,51.893262,0,B,3,LTE,-94,-12,18.0,11,-77,64375,857,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.41,-8.500138,51.893262,0,B,3,LTE,-94,-12,14.0,9,-79,55987,688,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.42,-8.500138,51.893262,0,B,3,LTE,-96,-12,14.0,9,-79,54052,1493,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.43,-8.500138,51.893262,0,B,3,LTE,-96,-12,14.0,9,-79,55092,809,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.44,-8.500138,51.893262,0,B,3,LTE,-95,-12,14.0,9,-79,52419,1011,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.45,-8.500138,51.893262,0,B,3,LTE,-95,-12,14.0,11,-77,56501,861,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.46,-8.500138,51.893262,0,B,3,LTE,-95,-12,15.0,11,-77,59162,898,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.47,-8.500138,51.893262,0,B,3,LTE,-95,-12,15.0,11,-77,53962,554,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.48,-8.500138,51.893262,0,B,3,LTE,-95,-12,16.0,11,-77,27792,425,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.49,-8.500138,51.893262,0,B,3,LTE,-95,-12,16.0,10,-79,36180,597,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.50,-8.500138,51.893262,0,B,3,LTE,-96,-12,13.0,10,-79,48784,700,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.51,-8.500138,51.893262,0,B,3,LTE,-96,-12,13.0,10,-79,13499,208,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.53,-8.500138,51.893262,0,B,3,LTE,-96,-13,15.0,10,-79,36974,563,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.54,-8.500138,51.893262,0,B,3,LTE,-96,-13,15.0,10,-79,38595,583,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.55,-8.500138,51.893262,0,B,3,LTE,-95,-12,14.0,10,-79,32847,518,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.56,-8.500138,51.893262,0,B,3,LTE,-95,-12,14.0,9,-77,53023,676,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.57,-8.500138,51.893262,0,B,3,LTE,-94,-12,15.0,9,-77,53918,847,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.58,-8.500138,51.893262,0,B,3,LTE,-94,-12,15.0,9,-77,49533,643,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.18.59,-8.500138,51.893262,0,B,3,LTE,-93,-11,14.0,9,-77,47274,721,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.00,-8.500138,51.893262,0,B,3,LTE,-93,-11,14.0,9,-77,30733,526,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.01,-8.500138,51.893262,0,B,3,LTE,-93,-11,17.0,9,-77,27311,474,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.02,-8.500138,51.893262,0,B,3,LTE,-93,-11,17.0,9,-77,15881,250,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.04,-8.500138,51.893262,0,B,3,LTE,-93,-11,15.0,9,-77,20936,311,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.05,-8.500138,51.893262,0,B,3,LTE,-93,-11,15.0,9,-77,9092,143,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.06,-8.500138,51.893262,0,B,3,LTE,-93,-11,15.0,9,-77,5211,89,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.07,-8.500138,51.893262,0,B,3,LTE,-93,-11,15.0,9,-77,6766,116,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.08,-8.500138,51.893262,0,B,3,LTE,-93,-11,13.0,9,-77,10121,167,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.09,-8.500138,51.893262,0,B,3,LTE,-93,-11,13.0,9,-77,15769,233,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.10,-8.500138,51.893262,0,B,3,LTE,-93,-10,13.0,9,-77,30454,459,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.11,-8.500138,51.893262,0,B,3,LTE,-93,-10,13.0,9,-77,37332,534,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.12,-8.500138,51.893262,0,B,3,LTE,-93,-11,13.0,9,-77,44847,632,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.14,-8.500138,51.893262,0,B,3,LTE,-93,-11,13.0,9,-77,42980,819,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.15,-8.500138,51.893262,0,B,3,LTE,-93,-11,13.0,9,-77,38931,931,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.16,-8.500138,51.893262,0,B,3,LTE,-93,-11,13.0,9,-77,46995,498,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.17,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,9,-77,21473,377,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.18,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,9,-77,33317,518,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.19,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,49466,666,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.20,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,52699,871,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.21,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,47722,741,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.22,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,46268,690,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.23,-8.500138,51.893262,0,B,3,LTE,-93,-12,16.0,9,-77,37656,579,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.24,-8.500138,51.893262,0,B,3,LTE,-93,-12,16.0,9,-77,31248,488,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.26,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,9,-77,33909,470,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.27,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,9,-77,39227,575,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.28,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,9,-77,41358,479,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.29,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,9,-77,42722,614,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.30,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,23981,395,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.31,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,24996,575,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.32,-8.500138,51.893262,0,B,3,LTE,-94,-12,14.0,9,-77,25499,383,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.33,-8.500138,51.893262,0,B,3,LTE,-94,-12,14.0,9,-77,19247,295,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.34,-8.500138,51.893262,0,B,3,LTE,-95,-11,14.0,9,-77,35799,522,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.35,-8.500138,51.893262,0,B,3,LTE,-95,-11,14.0,9,-77,46424,666,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.37,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,53168,743,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.38,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,51524,893,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.39,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,53168,818,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.40,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,52285,945,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.41,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,41034,971,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.42,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,47174,484,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.43,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,55729,798,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.44,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,63737,567,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.45,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,9,-77,63190,773,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.46,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,9,-77,67685,775,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.47,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,9,-77,52039,603,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.49,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,9,-77,30845,493,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.50,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,29973,405,D,-91.0,-12.0,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.51,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,31371,394,D,-91.0,-12.0,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.52,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,35855,451,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.53,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,31113,723,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.54,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,34346,442,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.55,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,9,-77,28955,467,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.56,-8.500138,51.893262,0,B,3,LTE,-93,-11,15.0,9,-77,46245,708,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.57,-8.500138,51.893262,0,B,3,LTE,-93,-11,15.0,9,-77,53817,463,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.19.58,-8.500138,51.893262,0,B,3,LTE,-93,-11,17.0,9,-77,73277,585,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.00,-8.500138,51.893262,0,B,3,LTE,-93,-11,17.0,9,-77,63301,965,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.01,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,9,-77,65046,823,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.02,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,11,-79,55159,1276,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.03,-8.500138,51.893262,0,B,3,LTE,-96,-11,17.0,11,-79,38707,666,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.04,-8.500138,51.893262,0,B,3,LTE,-96,-11,17.0,11,-79,63815,710,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.05,-8.500138,51.893262,0,B,3,LTE,-96,-12,16.0,9,-77,49601,1066,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.06,-8.500138,51.893262,0,B,3,LTE,-96,-12,16.0,9,-77,53906,787,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.07,-8.500138,51.893262,0,B,3,LTE,-95,-11,15.0,9,-77,58313,725,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.08,-8.500138,51.893262,0,B,3,LTE,-95,-11,15.0,9,-77,59308,532,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.09,-8.500138,51.893262,0,B,3,LTE,-95,-12,14.0,9,-77,50585,580,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.10,-8.500138,51.893262,0,B,3,LTE,-95,-12,14.0,9,-77,43762,818,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.11,-8.500138,51.893262,0,B,3,LTE,-96,-11,15.0,12,-79,44333,693,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.13,-8.500138,51.893262,0,B,3,LTE,-96,-11,15.0,13,-77,38059,626,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.14,-8.500138,51.893262,0,B,3,LTE,-95,-12,15.0,13,-77,21171,256,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.15,-8.500138,51.893262,0,B,3,LTE,-95,-12,15.0,13,-77,29078,539,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.16,-8.500138,51.893262,0,B,3,LTE,-95,-10,15.0,13,-77,38148,1084,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.17,-8.500138,51.893262,0,B,3,LTE,-95,-10,15.0,9,-79,34894,610,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.18,-8.500138,51.893262,0,B,3,LTE,-94,-11,14.0,12,-77,49791,749,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.19,-8.500138,51.893262,0,B,3,LTE,-94,-11,14.0,12,-77,38472,1031,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.20,-8.500138,51.893262,0,B,3,LTE,-95,-11,15.0,12,-77,47755,661,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.21,-8.500138,51.893262,0,B,3,LTE,-95,-11,15.0,12,-77,32075,415,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.22,-8.500138,51.893262,0,B,3,LTE,-93,-11,17.0,12,-77,25175,364,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.24,-8.500138,51.893262,0,B,3,LTE,-93,-11,17.0,12,-77,32634,619,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.25,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-77,40452,503,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.20.26,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-77,36560,530,D,-,-,-8.499074,51.887362,660.10000000000002
